representante_legal	razon_social	monto	fecha	description	razon_social_normalizada	node_id_panama_papers
jose antonio mejia nuñez	navitrans	1626263	20 de march     de 2015  02:47 p.m.	contratación para el mantenimiento preventivo de la retroexcavadora case 590 y volqueta international 2008 de  propiedad del municipio de aranzazu - caldas	navitrans	10051770,10148707
andres de jesus duque pelaez	navitrans s.a.	7311545	26 de august    de 2011  06:01 p.m.	mantenimiento preventivo  a todo costo maquinaria pesada alcaldia municipal tena cundinamarca	navitrans	10051770,10148707
carlos romero zarama	navitrans s.a.s. - agencia pasto	733878000	17 de september de 2015  10:06 a.m.	suministro de una (01) motoniveladora para el municipio de aldana ¿ nariño	navitrans	10051770,10148707
alvaro velez osorio	velez lab  s.a.s.	1697080	09 de october   de 2015  07:38 a.m.	material laboratorio clinico	velez lab	10053876
julian ricardo russi ramirez	impulsores internacionales sas	18075061	23 de octubre de 2014	suministro decrotulos para marcar los envases de los diferentes insumos¿	impulsores internacionales	10211803
ricardo de jesus duque pelaez	navitrans s.a.s	10669203	27 de september de 2011  10:44 a.m.	mantenimiento de vehiculo tipo bus de propiedad del municipio de el bagre departamento de antioquia	navitrans	10051770,10148707
nelson rios villamizar	disico s.a.	377640000	27 de april     de 2015  02:01 p.m.	suministro de seccionadores  para la bahía del cdo y campaña de perforación 2015 para   la gerencia de operaciones de desarrollo   y producción chichimene de la vicepresidencia regional  orinoquia de ecopetrol s.a	disico	10163683,10163694
ivonny tiet je chivata	disico s.a.	70400000	13 de november  de 2009  01:54 p.m.	la fiscalía general de la nación ¿ dirección seccional administrativa y financiera de cundinamarca requiere contratar la adquisición, suministro e instalación de cableado estructurado de voz, datos, redes regulada y normal para las unidades de infancia y adolescencia, fiscalía, cti, direcciones seccionales, unidad delegada ante el tribunal de distrito judicial de la  seccional cundinamarca y amazonas de la fiscalía general de la nación.	disico	10163683,10163694
julián ricardo russi ramírez	impulsores internacionales s.a.s.	109000000	04 de may       de 2015  11:54 a.m.	suministro de un (1) ecógrafo con accesorios para la e.s.e. hospital departamental san antonio de pitalito.	impulsores internacionales	10211803
alvaro velez osorio	velez lab s.a.s	8519567965	21 de december  de 2015  09:09 a.m.	suministro de insumos y reactivos con destino al laboratorio clínico de la seccional sanidad bogotá policía nacional	velez lab	10053876
ricardo de jesús duque peláez	navitrans s.a.s	100000000	21 de enero de 2014	servicio de mantenimiento preventivo y correctivo con suministro de repuestos e insumos a los vehículos marca internacional, case y agrale.	navitrans	10051770,10148707
sandra milena arango vallejo	bbb equipos s.a.	15080000	16 de junio de 2008	adquisición a titulo de compra de equipo de medición para formulación y control de proyectos de infraestructura física del municipio	bbb	10161652
ricardo de jesus duque pelaez	comercial internacional de equipos y maquinaria s.a.s. ¿ navitrans s.a.s.	11926000	11 de march     de 2013  09:46 a.m.	suministro de repuestos y mano de obra para el mantenimiento del bus de propiedad del municipio de el bagre	navitrans	10051770,10148707
luis javier arangohoyos	comercial internacional de equipos y maquinaria s.a.s - navitrans	1540000000	11 de november  de 2015  09:38 a.m.	adquisición de banco de maquinaria mediante la modalidad de leasing para el municipio de planeta rica- córdoba.	navitrans	10051770,10148707
luis javier cardona velazquez	navitrans sas,	180000000	15 de november  de 2012  03:45 p.m.	compra de un vehiculo automotor tipo volqueta con capacidad de 07 m3, modelo  2013 con destino al municipio de moniquira, boyaca	navitrans	10051770,10148707
néstor villegas hurtado	navitrans s.a.s.	540000	23 de september de 2011  09:24 p.m.	suministro de baterías destinados a la volqueta de propiedad del municipio	navitrans	10051770,10148707
ricardo de jesus duque pelaez	comercial internacional de equipos y maquinaria s.a.s navitrans s.a.s	17223756	22 de july      de 2014  11:13 a.m.	reparación de la retroexcavadora marca case 590sn, propiedad del municipio san vicente ferrer-antioquia	navitrans	10051770,10148707
alvaro velez osorio	velez lab  s.a.s.	7911200	29 de december  de 2015  08:03 a.m.	material laboratorio clinico	velez lab	10053876
luis javier cardona velasquez	navitrans	720109	24 de septiembre de 2013	mantenimiento correctivo y preventivo a todo costo de la volqueta  4300 4x2 super (durastar) international  odr 492, propiedad del municipio de paratebueno -  cundinamarca	navitrans	10051770,10148707
ricardo de jesus duque pelaez	navitrans s.a.s	2557500	29 de december  de 2011  11:49 a.m.	: ¿suministro  para garantizar el mantenimiento al camion recolector de basuras international 7300 4*2 alos 250 horas de trabajo encargado de la recoleccion de basuras en el sector urbano del municipio y las dos volquetas nuevas international 7300 4*2 alos 250  maquinaria encargada del mejoramiento y mantenimiento de vias del municipio de rioblanco tolima¿	navitrans	10051770,10148707
ricardo de j. duque pelaez	navitrans s.a,	174550000	30 de june      de 2009  11:37 a.m.	suministro de volqueta, según especificaciones de la ficha técnica del bien para el mantenimiento y mejoramiento de la malla vial en el la zona urbana y rural del municipio de envigado	navitrans	10051770,10148707
john jary delgado lozano	comercial internacional de equipos y maquinaria s.a.s. ¿ navitrans s.a.s.	180721269	24 de october   de 2012  05:49 p.m.	adquisición de maquinaria tipo volqueta para el resguardo indigena del gran cumbal - municipio de cumbal departamento de nariño	navitrans	10051770,10148707
navitrans s.a.s	navitrans s.a.s	1839476	15 de mayo de 2012	realizar el mantenimiento preventivo incluyendo repuestos y lubricantes, por cumplimento de las 600 horas  de servicio del carro recolector de placas oeo 238, y por el cumplimiento de 14.000 kilómetros de la volqueta azul de placas ocm 182 de propiedad del municipio de combita	navitrans	10051770,10148707
wilson miguel pinilla ortega	impulsores internacionales s.a.s	7506360	20 de october   de 2015  03:33 p.m.	suministro de insumos para imágenes diagnósticas concerniente a películas secas para impresión digital	impulsores internacionales	10211803
andres duque pelaez	unión temporal navitrans s. a. ¿ panamerican security de colombia ltd	1264342370	17 de january   de 2007  03:15 p.m.	adquisición de dos (2) camiones tácticos con protección balística blindados incluyendo mantenimiento preventivo, matricula y soat.	navitrans	10051770,10148707
jose antonio mejia nuñez	comercial internacional de equipos y maquinarias s.a.s. - navitrans s.a.s	222000000	28 de january   de 2014  11:21 a.m.	adquisición de vibrocompactador que permita llevar a cabo el mantenimiento preventivo y correctivo de la malla vial rural del municipio de aguadas caldas.	navitrans	10051770,10148707
ricardo de jesus duque pelaez	comercial internacional de equipos y maquinaria s.a.s navitrans	357600000	28 de july      de 2014  10:06 a.m.	compra de dos volquetas  para el municipio de la unión	navitrans	10051770,10148707
carlos alfonso romero zarama	comercial internacional de equipos y maquinarias  s.a.s - navitrans s.a.s. agencia pasto	517600000	12 de november  de 2014  05:30 p.m.	suministro de una motoniveladora para el municipio de el peñol  - nariño	navitrans	10051770,10148707
luis javier cardona velasquez	comercial internacional de equipos y maquinaria s.a.s ¿navitrans s.a.s¿	150000000	04 de september de 2014  03:52 p.m.	adquisicion de una volqueta modelo 2013 según especificaciones tecnicas con destino al municipio de pandi cundinamarca	navitrans	10051770,10148707
luis javier cardona	navitrans s.a.s.	4500000	09 de agosto de 2012	suministro de repuestos (incluye mano de obra) para el mantenimiento electrico del retrocargador case 580mt propiedad del municipio de ubaque	navitrans	10051770,10148707
luis javier cardona velasquez	navitrans s.a.s.	3614819	10 de septiembre de 2012	servicio de revisión y mantenimiento de la transmision completa (incluye repuestos y accesorios), del retrocargador case 580mt propiedad del municipio de ubaque	navitrans	10051770,10148707
pedro ivan burbano	navitrans y/o carlos alfonso romero zarama	1430000	12 de enero de 2011	suministro de llantas y neumaticos para mantenimiento de maquinaria pesada (pajarita), que trabaja en el mantenimiento de vias del municipio de policarpa	navitrans	10051770,10148707
andres duque pelaez	navitrans s.a. representante legal. andres duque pelaez	250000000	24 de november  de 2011  09:09 p.m.	la compra de una retroexcavadora para de municipio de zetaquira	navitrans	10051770,10148707
luis javier cardona velasquez	comercial internacional de equipos y maquinaria s.a.s. navitrans s.a.s	208294880	10 de october   de 2013  04:22 p.m.	adquisición de un vibrocompactador para el mantenimiento de vías en el municipio de san miguel de sema boyacá	navitrans	10051770,10148707
nestor diego villegas hurtado	navitrans s.a.s	18040000	30 de july      de 2015  04:24 p.m.	reparación y suministro de repuestos  necesarios para la retro excavadora case 580n perteneciente al municipio de samaná caldas¿.	navitrans	10051770,10148707
josé antonio mejía núñez	comercial internacional de equipos y maquinaria s.a.s ¿ agencia navitrans	930248	21 de october   de 2013  12:39 p.m.	suministro de los siguientes repuestos para el cargador casen 930 propiedad del municipio descripción cantidad valor kit sellos eje delantero 1 233.146 cuchilla para balde 93 580sl 1 697.102	navitrans	10051770,10148707
luis javier cardona velasquez	navitrans s.a.s	1068498065	04 de january   de 2014  09:09 a.m.	adquisición de tres (03) volquetas y una (01) motoniveladora para el mantenimiento de la red vial del municipio de líbano tolima.	navitrans	10051770,10148707
javier antonio jasbon arreba	union temporal asic s.a. ¿ disico s.a.	520519426	26 de june      de 2007  02:41 p.m.	adquisicion construccion y desarrollo tecnologico direccion de inteligencia de la policia nacional	disico	10163683,10163694
ricardo de jesus duque pelaez	comercial internacional de equipos y maquinaria s.a.s (navitrans s.a.s)	172494700	08 de august    de 2015  04:45 p.m.	compraventa de una volqueta sencilla con volco tipo bañera para el municipio de támesis -antioquia-	navitrans	10051770,10148707
carlos alfonso romero zambrano	navitrans - sas	17663865	14 de september de 2015  09:22 a.m.	contrato de prestacion de servicios  realizando  el mantenimiento preventivo a todo costo del retrocargador 590sn, serie jjgn59srccc569602, color amarillo de propiedad del municipio	navitrans	10051770,10148707
luis javier cardona velasquez	navitrans	821256920	11 de november  de 2014  10:13 a.m.	compra de motoniveladora y un vibrocompactador para atención y prevención de desastres red vial municipio de tibana	navitrans	10051770,10148707
josé antonio mejia nuñez	navitrans sas	409000000	25 de april     de 2014  12:25 p.m.	adquisión de maquinaria pesada, una (1) volqueta con volco de 7 m3 y una retroexcavadora.	navitrans	10051770,10148707
nestor diego villegas hurtado	navitrans s.a.s	170000000	19 de june      de 2013  08:37 a.m.	compraventa de una volqueta para el mantenimiento de vias transporte de materiales y recolección de residuos en el municipio de suarez ¿ tolima	navitrans	10051770,10148707
javier cardona velazquez	navitrans s.a.	180000000	21 de october   de 2009  11:41 p.m.	adquisición de una volqueta con capacidad de 7 m3, sujeta a especificaciones técnicas exigidas	navitrans	10051770,10148707
ricardo duque pelaez	navitrans s.a.s.	850000000	03 de january   de 2013  05:42 p.m.	adquisición de una motoniveladora y dos volquetas para el mantenimiento de vías, construcción y mejoramiento de la infraestructura del municipio de mutatá	navitrans	10051770,10148707
andres duque pelaez	navitrans sa	859013838	28 de june      de 2010  05:00 p.m.	adquisición a titulo de compra venta de volquetas sencillas - volquetas dobletroque, para el ejército nacional destinados a los proyectos del convenio interadminitrativo 200925	navitrans	10051770,10148707
juan jose ferrerira sandino	unión temporal disico-proing-gyg	48535839688	20 de diciembre de 2013	construcción de un sector de mediana seguridad y obras conexas en el establecimiento carcelario de tuluá-valle del cacuca, mediante el sistema de precios unitarios fijos sin formula de reajuste, de acuerdo con lo estudios, diseños, planos y especificaciones suministrados por la spc.	disico	10163683,10163694
cesar augusto jaramillo millan	almacen las 3bbb	13650987	20 de november  de 2014  10:37 a.m.	adquisicion demateriales para la confeccion de uniformes para el personal de internas	bbb	10161652
luis javier cardona velasquez	comercial internacional de equipos y maquinarias. navitrans s.a.s,	183000000	30 de december  de 2014  05:13 a.m.	compraventa de una volqueta para el municipio de el espino boyacá	navitrans	10051770,10148707
diego fernando rivera giraldo	navitrans s.a	1654474	07 de september de 2011  05:13 p.m.	mantenimiento volqueta internacional por garantia 200 y400 horas de servicio, de propiedad del municipio de miraflores	navitrans	10051770,10148707
jose gabriel cano hernandez	cano jimenez estudios s.a.	156865037	24 de enero de 2014	estudios y diseños de redes de alcantarillado sectores paso ancho mariela rudal villas de granada y colector calle 8va en el municipio de  zipaquirá	cano jimenez estudios	10134708
andres de jesus duque pelaez	navitrans s.a.s	7500000	31 de march     de 2014  04:10 p.m.	el contrato que se pretende celebrar, tendrá por objeto ¿prestar el servicio de mantenimiento preventivo y correctivo de la volqueta marca: internacional, con placas ock 416 propiedad del fondo de desarrollo local, de acuerdo con estudios previos, invitación pública y demás documentos que hacen parte integral del presente proceso¿	navitrans	10051770,10148707
andres  duque pelaez	navitrans  s.a.	168000000	19 de april     de 2010  05:29 p.m.	adquisicion de una volqueta con  capacidad de siete m3, modelo 2010, con destino al municipio de ricaurte cundinamarca	navitrans	10051770,10148707
ivonny tietje chivata	unión temporal disico ¿ proing 2008	1600000000	19 de february  de 2009  05:52 p.m.	contratar en nombre de la nación consejo superior de la judicatura la adquisición, instalación  y puesta en funcionamiento de la red de equipos activos de los palacios de justicia de: armenia, bogotá (paloquemao), bucaramanga, cartagena (edificio palacio nacional), ibagué, neiva,  pasto, pereira, popayán, quibdo, riohacha, santa marta, sincelejo, así como la instalación de la red de datos lógica (voz y datos) y eléctrica para el palacio de justicia del espinal tolima.	disico	10163683,10163694
andres duque pelaez,	navitrans s.a	470000000	18 de may       de 2011  10:05 a.m.	¿compra de una (1) retrocargadora sobre llantas y un (1) vibrocompactador llanta rodillo para el mejoramiento y mantenimiento rutinario de la red vial terciaria del municipio de piedras tolima¿	navitrans	10051770,10148707
luis javier cardona	navitrans	16000000	29 de octubre de 2013	servicio  de mantenimiento preventivo y/o correctivo para la otoniveladora marca case 845 y la volqueta international sba 4x2 de propiedad del municipio de la peña  cundinamarca	navitrans	10051770,10148707
nelson rios villamizar	disico s.a.	88000000	05 de january   de 2007  12:58 p.m.	la unidad de planeación minero energética ¿upme- requiere fortalecer la red activa y pasiva del centro de cómputo y edificios k y t; de acuerdo con lo establecido en el formato de ¿características técnicas ofrecidas y garantizadas¿ del capítulo v de este documento.	disico	10163683,10163694
luis  javier cardona velasquez	navitrans sas	11202088545	30 de november  de 2015  03:37 p.m.	suministro para la adquisición  de maquinaria y vehículos nuevos destinada a la construcción, mejoramiento y rehabilitación de la red vial del departamento	navitrans	10051770,10148707
nelson ríos villamizar	disico s.a.	89000000	11 de august    de 2015  05:30 p.m.	suministro de mil (1000) medidores de velocidad ½, chorro único r 160 calibrados por laboratorio acreditado en colombia marca maddalena, de acuerdo a la cotización presentada.	disico	10163683,10163694
duque pelaez andres de jesus	navitrans s.a.	8243956	17 de marzo de 2011	servicio de revision de garantias obligatorias y cambios de aceite y filtros exigidos por navitrans	navitrans	10051770,10148707
luis javier cardona velasquez	navitrans sas	3600667	13 de may       de 2015  12:51 p.m.	¿adquisicion de repuestos e insumos con destino a la volqueta de propiedad del municipio de nimaima¿	navitrans	10051770,10148707
andres duque pelaez	navitrans sa	1230741240	13 de january   de 2011  12:10 p.m.	adquisición a titulo de compra venta de dos (2) carrotanques para agua, dos (2) carrotanque para combustible, según anexo no 02 destinados a los proyectos del convenio interadminitrativo 200925.	navitrans	10051770,10148707
andres duque pelaez	navitrans s.a. representante legal. andres duque pelaez	175000000	24 de november  de 2011  09:02 p.m.	la compra de una volqueta para de municipio de zetaquira	navitrans	10051770,10148707
laura andrea fonseca picon	navitrans s.a	521663	05 de febrero de 2008	limpiador electronico #1, filtro acpm y aceite #1, aceite motor #30 cuartos, grasa extrema 1 libra, revision obligatoria electrica y mecanica #1, alarma reversa#1	navitrans	10051770,10148707
luis javier arango hoyos	navitrans s.a.s	14711162	10 de august    de 2015  09:57 a.m.	suministro de repuestos para el mejoramiento y reparación de la volqueta veco de placas oap 150, incluye transporte e instalación.	navitrans	10051770,10148707
alvaro velez osorio	velez lab y cia. s.a.	100000000	18 de may       de 2009  10:42 a.m.	suministro de reactivos e insumos de laboratorio necesarios para el procesamiento de muestras en el area de coagulacion del hospital militar central	velez lab	10053876
ricardo de jesus duque pelaez	navitrans s.a.s	579703	10 de febrero de 2015	compra de dos  baterías para reposición de la volqueta skr774.	navitrans	10051770,10148707
carlos alfonso romero zarama.	comercial internacional de equipos y maquinaria s.a.s. (navitrans s.a.s)	3671400	30 de july      de 2012  12:09 p.m.	suministros de llantas para la retroescavadora del municipal de la llanada nariño.	navitrans	10051770,10148707
nelson rios villamizar	union temporal disico - tch	808000000	07 de january   de 2011  05:22 p.m.	contratar la prestacion del servicio de apoyo a la gestion documental ¿ manejo de correspondencia interna y archivo de documentos ¿ en las diferentes dependencias del ministerio de relaciones exteriores y entidades ubicadas en el perímetro de la sede central en la ciudad de bogotá d.c.	disico	10163683,10163694
luis javier cardona velasquez	agencia navitrans s.a.a pasto	12000000	07 de september de 2011  04:30 p.m.	adquisicion de repuestos para maquinaria moto niveladora case 845	navitrans	10051770,10148707
ricardo de jesus pelaez	comercial internacional de equipos y maquinarias s.a. navitrans s.a.	185200000	30 de june      de 2010  06:55 p.m.	adquisición de una volqueta con capacidad de 7 m3 modelo 2010, sujeta a especificaciones técnicas exigidas	navitrans	10051770,10148707
julian ricardo russi ramirez	impulsores internacionales sas	26127125	15 de may       de 2015  11:27 a.m.	suministro peliculas radiograficas para la ese hospital departamental san antonio de pitalito	impulsores internacionales	10211803
andres de jesus duque pelaez	navitrans s.a.	165000000	08 de april     de 2011  11:25 a.m.	suministro  de un minicargador para el mejoramiento de la red vial del municipio de paipa, departamento de boyacá	navitrans	10051770,10148707
nestor diego villegas hurtado	navitrans s.a.s	2557500	24 de january   de 2012  09:07 a.m.	¿suministro  de filtros y lubricantes para garantizar el mantenimiento al camion recolector de basuras international 7300 4*2 a los 250 horas de trabajo encargado de la recoleccion de basuras en el sector urbano del municipio y las dos volquetas nuevas international 7300 4*2 alos 250  maquinaria encargada del mejoramiento y mantenimiento de vias del municipio de rioblanco tolima¿	navitrans	10051770,10148707
ricardo de jesus duque pelaez	navitrans s.a	617451	06 de mayo de 2008	suministro de repuestos para la reparacion de la retroexcavadora  del municipio de san vicente que realiza trabajos en los programas de acueducto y alcantarillado de las urbanizaciones san jacinto y la cabaña	navitrans	10051770,10148707
alvaro velez osorio	velez lab y cia s. en c.	148000000	06 de julio de 2005	elementos para laboratorio endocrinologia	velez lab	10053876
nestor diego villegas hurtado	navitrans s.a.s.	12687064	04 de august    de 2015  02:22 p.m.	suministro e instlacion de repuestos en la retroexcavadora 590 - sn de propiedad del municipio de alpujarra tolima	navitrans	10051770,10148707
luis javier cardona velasquez	navitrans s.a.	623255911	10 de december  de 2014  08:33 a.m.	adquirir a título de compraventa una (1) excavadora de oruga y una (1) retroexcavadora de llanta para el fondo de desarrollo local de sumapaz.	navitrans	10051770,10148707
nestor diego villegas hurtado	navitrans	8000000	03 de february  de 2015  02:57 p.m.	adquisicion, instalacion y mano de obra a todo costo de llantas, repuestos y accesorios para la volqueta international de placas oig215 del municipio de carmen de apicala tolima	navitrans	10051770,10148707
luis javier cardona velasquez	comercial internacional de equipos y maquinaria navitrans s.a.s.	400000000	29 de january   de 2015  10:59 a.m.	compra de dos volquetas destinadas a la construcción, mejoramiento y rehabilitación de la red vial del municipio de puerto salgar, departamento de cundinamarca	navitrans	10051770,10148707
laura cuevas serrano	transportes calderon s.a.	579420000	15 de july      de 2013  12:38 p.m.	suministro del servicio de transporte escolar para 870 estudiantes de la i.e. oficial villas de san ignacio, reubicados por el hundimiento de la via palenque ¿ café madrid a las i.e. oficiales club union, maipore y santander	transportes calder	10170683
luis javier cardona velasquez	navitrans s.a.s, identificada con matrícula mercantil no.53646-2 del 06 de octubre de 1997	201000000	05 de october   de 2011  08:00 p.m.	suministro de un vehículo de transporte escolar tipo bus para las instituciones educativas del municipio de ospina (nar)	navitrans	10051770,10148707
julian ricardo russi ramirez	impulsores internacionales s.a.s.	1248000	04 de june      de 2015  11:21 a.m.	esponja quirurgica cotonoides ref: 6446  80 un.	impulsores internacionales	10211803
andres duque pelaez	navitrans sa.	2990897241	10 de julio de 2008	compra y transporte  de equipo de combate de ingenieros militares: excavadora sobre orugas, retrocargadores sobre llantas y  martillo hidráulico de perforación	navitrans	10051770,10148707
wilson miguelpinilla ortega	impulsores internacionales sas	4488620	09 de january   de 2013  11:50 a.m.	suministro de insumos de rayos x	impulsores internacionales	10211803
ricardo de jesus duque pelaez	navitrans s.a.s	3183381	09 de febrero de 2015	compra de filtros para mantenimiento preventivo de los vehículos.	navitrans	10051770,10148707
luis javier cardona velasquez	navitrans s.a	1602050000	11 de august    de 2015  03:03 p.m.	realizar  la reposicion y ampliación del parque automotor; maquinaria pesada y vehiculos de transporte para el fondo de desarrollo local de usme	navitrans	10051770,10148707
andres duque pelaez	navitrans sa	939979997	28 de june      de 2010  04:55 p.m.	adquisición a titulo de compra venta de volquetas dobletroque, para el ejército nacional destinados a los proyectos del convenio interadministrativo 200916	navitrans	10051770,10148707
javier antonio jasbon arreba	union temporal asic s.a. disico s.a.	8251588631	31 de october   de 2007  11:09 a.m.	adquisición de una solucion de alta disponibilidad centro de computo de la policia nacional, direccion de sanidad y la direccion de inteligencia policial	disico	10163683,10163694
javier cardona velazquez	navitrans s.a.s	186696000	19 de january   de 2015  10:03 p.m.	fortalecimiento del banco de maquinaria mediante la adquisición de una volqueta para el municipio de santa rosa  de viterbo, boyacá, centro oriente.	navitrans	10051770,10148707
andres duque pelaez	navitrans s.a	256431531	04 de december  de 2008  09:10 a.m.	compra de dos (2) busetas con destino a la prestación del servicio de transporte escolar modelo 2009	navitrans	10051770,10148707
las 3 bbb s.a.s.	las 3 bbb s.a.s.	2131500	13 de november  de 2015  04:07 p.m.	45-telares  disco nro. 1, 13,15 ,30- pinzas multiusos y punta redonda, 60- telar manila, tradicional bastidor,puntillas 11 x 11 , 30- aguja de malla nro 7 y 8, 30- telar mejicano. $ 2.131.500.oo	bbb	10161652
josé antonio mejía núñez	comercial internacional de equipos y maquinarias sas ¿ agencia navitrans s.a.s. dosquebradas	3429123	08 de august    de 2014  10:25 a.m.	suministro de repuestos y mantenimiento preventivo de 1.000 horas de funcionamiento con destino a la retroexcavadora - case 590 super n  que se encuentra al servicio del municipio de marmato	navitrans	10051770,10148707
andres duque pelaez	navitrans	1000000	12 de marzo de 2008	servicio de mantenimiento del vehiculo con placas ocd 651 de propiedad del municipio de sutatausa ¿ cundinamarca.	navitrans	10051770,10148707
nestor diego villegas hurtado	navitrans s.a.s	8425000	07 de april     de 2013  10:30 p.m.	suministro de inyectores para el mantenimiento de la retroexcavadora marca kase que labora en el mantenimiento de la red terciaria del municipio de roncesvalles tolima	navitrans	10051770,10148707
luis javier cardona velasquez	navitrans s.a.s	1632612420	18 de march     de 2014  10:07 a.m.	¿fortalecimiento del banco de maquinaria del municipio de la jagua de ibirico, departamento del cesar¿.	navitrans	10051770,10148707
ricardo de jesus duque pelaez	comercializadora internacional de equipos y maquinaria s.a. ¿navitrans s.a.¿	953602933	19 de november  de 2008  03:23 p.m.	suministro de: tres (3) volquetas, una (1) excavadora y  una (1) cama baja	navitrans	10051770,10148707
andres duque pelaez	navitrans	3549457827	10 de septiembre de 2008	compra (incluido transporte) de: minicargador con tres accesorios y tractor sobre orugas (bulldozer) entre 145 a 180 hp.	navitrans	10051770,10148707
ricardo de jesús duque peláez	comercial internacional de equipos y maquinaria s.a.s. ¿ navitrans s.a.s.	208000000	02 de september de 2014  03:02 p.m.	adquisición de maquinaria (retroexcavadora) para el  mantenimiento de las vías urbanas y rurales del municipio de apartadó departamento de antioquia	navitrans	10051770,10148707
julian ricardo russi ramirez	impulsores internacionales s.a.s	5000000	30 de december  de 2014  12:41 p.m.	suministro de semillas para la elaboración de huertas caseras para la seguridad alimentaria a 400 familias del sector rural del municipio de belén de umbría	impulsores internacionales	10211803
laura cuevas serrano	transportes calderon s.a.	369600000	08 de may       de 2015  05:24 p.m.	contratar el servicio de transporte público terrestre automotor especial de pasajeros para operar en las áreas urbanas y rurales de los trece municipios de área de la jurisdicción de la cdmb; de acuerdo con las especificaciones exigidas en el pliego	transportes calder	10170683
carlos alfonso romero zarama	navitrans s.a.s.	2511829	06 de april     de 2015  03:21 p.m.	el municipio requiere contratar el suministro de insumos y repuestos para la 2ª revisión y mantenimiento preventivo de la retroexcavadora de orugas case cx 130b de propiedad del municipio de funes ¿ nariño	navitrans	10051770,10148707
navitrans s.a.s	navitrans s.a.s	2943077	01 de october   de 2013  08:45 a.m.	suministro para el mantenimiento y reparación del carro recolector de basura del municipio de zaragoza antioquia	navitrans	10051770,10148707
jose antonio mejia nuñez	comercial internacional de equipos y maquinarias s.a.s. - navitrans s.a.s	484496482	15 de november  de 2013  12:18 p.m.	adquisición de motoniveladora que permita llevar a cabo el mantenimiento preventivo y correctivo de la malla vial rural del municipio de aguadas caldas	navitrans	10051770,10148707
andres de jesus duque pelaez	comercial internacional de equipos y maquinaria navitrans s.a.	167000000	18 de december  de 2010  06:09 p.m.	compra de una volqueta con destino al servicio del municipio de gachancipa cundinamarca	navitrans	10051770,10148707
ramiro ibague daza	transportes calderon s.a	149835520	10 de august    de 2015  09:39 a.m.	prestación de servicio de transporte terrestre para los estudiantes ubicados en la zona urbana y rural a las instituciones educativas del municipio de corozal, y viceversa para la vigencia 2015	transportes calder	10170683
luis javier cardona velasquez	navitrans sucursal	1718950	27 de october   de 2011  04:19 p.m.	suministro de repuestos para retroexcavadora del municipio de san pedro de cartago	navitrans	10051770,10148707
luis javier arango hoyos	comercial internacional de equipos y maquinaria s.a.s navitrans s.a.s	13759800	29 de may       de 2015  09:29 a.m.	realizar el mantenimiento y reparación de la retroexcavadora marca case 590sn, propiedad del municipio san vicente ferrer-antioquia	navitrans	10051770,10148707
andres de jesus duque  pelaez	comercial  internacional de equipos y maquinaria s.a. navitrans s.a.	525248	31 de julio de 2008	servicio  en la mano de obra  de lam motoniveladora  del municipio  de ricaurte cundinamarca.	navitrans	10051770,10148707
alvaro velez osorio	velez lab s.a.s.	33000000	02 de enero de 2014	suministro de medicamentos y dispositivos medicos	velez lab	10053876
luis javier cardona velasquez	navitrans	14006090	10 de april     de 2014  09:11 a.m.	servicio de mantenimiento y reparación de la retroexcavadora propiedad del municipio de la victoria (incluye repuestos)	navitrans	10051770,10148707
luis javier cardona velasquez	navitrans sas	562679800	06 de march     de 2015  10:52 a.m.	adquisicion de dos (02) volquetas doble troque para la actualizacion del parque de maquinaria de propiedad de asocentro	navitrans	10051770,10148707
ricardo de jesús duque peláez	navitrans s.a.	2645377	09 de agosto de 2012	objeto: orden de mantenimiento y suministro de elementos para el preventivo de vehículo tipo retroexcavadora.	navitrans	10051770,10148707
diego fernando rivera giraldo	navitrans s.a.s	2634852	20 de agosto de 2013	mantenimiento preventivo y correctivo de los vehiculos volqueta de placas ocm 182 y vehiculo recolector de placas oeo 238 de propiedad del municipio de combita..	navitrans	10051770,10148707
german orlando parra lopez	velez laboratorio sas	2030000	02 de febrero de 2015	prestaciòn de servicios técnicos para el desarrollo y ejecuciòn de procedimientos de soporte, mantenimiento  y actualizaciòn del software fasil sis2015-03,  fasil 2.6 ,  de los equipos de laboratorio, dentro del proceso de apoyo logistico, en el primer nivel de atenciòn de la ese salud de aquitania.	velez lab	10053876
ricardo duque pelaez	navitrans s.a.	445000000	14 de september de 2007  11:33 a.m.	compraventa de una volqueta y retrocargador  para el normal funcionamiento del municipio de chigorodó de acuerdo con las especificaciones técnicas descritas en el numeral 1.8.	navitrans	10051770,10148707
julian ricardo russi ramirez	impulsores internacionales sas	2100000	26 de diciembre de 2012	1.500 cotonoides	impulsores internacionales	10211803
humberto de jesús duque pelaez	navitrans s.a.s.	8976000	21 de april     de 2012  09:16 a.m.	suministro de dos cadenas con destino al bulldozer de propiedad del municipio de herveo departamento del tolima	navitrans	10051770,10148707
ricardo de jesus duque pelaez	navitrans s.a.	206800000	10 de may       de 2010  10:08 a.m.	compraventa de un vibrocompactaor	navitrans	10051770,10148707
luis javier cardona velasquez	navitrans s.a.s	362308752	15 de january   de 2014  02:59 p.m.	entrega en calidad de venta de dos (2) volquetas 4*2 para el municipio de concordia departamento del meta.	navitrans	10051770,10148707
